id,warehouse,mode,status,order_id
913,D,Ship,Pending,2539
914,F,Ship,Pending,8052
915,A,Ship,Delivered,4228
916,B,Ship,Returned,19455
917,C,Ship,Pending,6068
918,F,Ship,Pending,9418
919,D,Ship,Pending,4527
920,F,Ship,Delivered,3525
921,A,Ship,Pending,1936
922,B,Ship,In Transit,16836
923,C,Ship,Returned,14451
924,F,Ship,Delivered,6582
925,D,Ship,Pending,2702
926,F,Ship,Pending,12045
927,A,Ship,Pending,9531
928,B,Ship,Delivered,6804
929,C,Ship,In Transit,2755
930,F,Ship,Returned,17641
931,D,Ship,Delivered,10345
932,F,Ship,Returned,8530
933,A,Road,In Transit,14780
934,B,Road,Delivered,17918
935,C,Road,In Transit,2296
936,F,Road,Returned,8534
937,D,Road,In Transit,14282
938,F,Road,Returned,19567
939,A,Road,Delivered,10372
940,B,Road,Delivered,12394
941,C,Road,Delivered,13839
942,F,Road,Returned,3724
943,D,Road,In Transit,9992
944,F,Road,Pending,15328
945,A,Road,In Transit,18324
946,B,Road,Returned,11279
947,C,Road,In Transit,9278
948,F,Road,In Transit,19518
949,D,Road,Pending,18540
950,F,Road,Delivered,8168
951,A,Road,In Transit,13783
952,B,Road,In Transit,15359
953,C,Road,Returned,19933
954,F,Road,In Transit,13112
955,D,Flight,Delivered,17641
956,F,Flight,In Transit,4857
957,A,Flight,In Transit,5867
958,B,Flight,Delivered,17949
959,C,Flight,Delivered,9212
960,F,Flight,Delivered,13018
961,D,Flight,Returned,5779
962,F,Flight,Pending,6236
963,A,Flight,Delivered,4909
964,B,Flight,Returned,7638
965,C,Flight,In Transit,9042
966,F,Flight,In Transit,8308
967,D,Flight,In Transit,1354
968,F,Flight,Returned,16497
969,A,Flight,Delivered,19832
970,B,Flight,Pending,3633
971,C,Flight,Delivered,9073
972,F,Flight,Pending,990
973,D,Flight,Pending,6824
974,F,Flight,In Transit,14955
975,A,Flight,Returned,5117
976,B,Flight,Returned,1172
977,C,Ship,In Transit,612
978,F,Ship,In Transit,7546
979,D,Ship,Returned,15498
980,F,Ship,Delivered,6184
981,A,Ship,Returned,15211
982,B,Ship,Pending,5308
983,C,Ship,In Transit,273
984,F,Ship,In Transit,17283
985,D,Ship,In Transit,6854
986,F,Ship,Returned,5983
987,A,Ship,Pending,16315
988,B,Ship,In Transit,6106
989,C,Ship,Pending,7155
990,F,Ship,Delivered,18831
991,D,Ship,Pending,8872
992,F,Ship,Returned,13614
993,A,Ship,In Transit,16146
994,B,Ship,Returned,3276
995,C,Ship,Returned,12776
996,F,Ship,Pending,8815
997,D,Ship,Delivered,7190
998,F,Ship,In Transit,4664
999,A,Ship,Returned,7802
1000,B,Ship,Returned,458
1001,C,Ship,Delivered,16145
1002,F,Ship,Pending,5554
1003,D,Ship,Delivered,2314
1004,F,Ship,Returned,3330
1005,A,Ship,In Transit,17839
1006,B,Ship,In Transit,19181
1007,C,Ship,Delivered,9349
1008,F,Ship,Pending,14478
1009,D,Ship,Returned,461
1010,F,Ship,In Transit,1591
1011,A,Ship,Returned,10889
1012,B,Ship,Delivered,12178
1013,C,Ship,Returned,9014
1014,F,Ship,In Transit,8545
1015,D,Ship,Returned,1803
1016,F,Ship,In Transit,18212
1017,A,Ship,Returned,7672
1018,B,Ship,Delivered,9605
1019,C,Ship,Delivered,19747
1020,F,Ship,Pending,2444
1021,D,Ship,Delivered,7679
1022,F,Ship,In Transit,3487
1023,A,Ship,In Transit,9145
1024,B,Ship,Delivered,19841
1025,C,Ship,In Transit,2861
1026,F,Ship,Pending,6084
1027,D,Ship,Returned,859
1028,F,Ship,In Transit,575
1029,A,Ship,Pending,5072
1030,B,Ship,Returned,14119
1031,C,Ship,In Transit,9367
1032,F,Ship,In Transit,6808
1033,D,Ship,Pending,5807
1034,F,Ship,Returned,18236
1035,A,Ship,Delivered,12426
1036,B,Ship,Returned,14457
1037,C,Ship,In Transit,10063
1038,F,Ship,Returned,2949
1039,D,Ship,Delivered,4001
1040,F,Ship,Delivered,15637
1041,A,Ship,In Transit,8314
1042,B,Ship,Returned,8965
1043,C,Ship,Pending,1135
1044,F,Ship,In Transit,11721
1045,D,Ship,Pending,15121
1046,F,Ship,In Transit,13811
1047,A,Ship,Returned,284
1048,B,Ship,Pending,10900
1049,C,Ship,Returned,1936
1050,F,Ship,Pending,4327
1051,D,Ship,Returned,10800
1052,F,Ship,Delivered,6141
1053,A,Ship,Delivered,13802
1054,B,Ship,Returned,12115
1055,C,Ship,Returned,9471
1056,F,Ship,In Transit,9345
1057,D,Ship,Pending,4590
1058,F,Ship,Returned,12204
1059,A,Ship,Pending,4701
1060,B,Ship,Delivered,4097
1061,C,Ship,Delivered,11069
1062,F,Ship,In Transit,6578
1063,D,Ship,Delivered,16159
1064,F,Ship,Returned,482
1065,A,Ship,Delivered,5384
1066,B,Ship,In Transit,1459
1067,C,Ship,Pending,14148
1068,F,Ship,Pending,86
1069,D,Ship,In Transit,5016
1070,F,Road,Returned,16169
1071,A,Road,Delivered,12054
1072,B,Road,Pending,5939
1073,C,Road,Returned,13796
1074,F,Road,Returned,15209
1075,D,Road,In Transit,16829
1076,F,Road,Delivered,15036
1077,A,Road,Returned,8711
1078,B,Road,In Transit,6010
1079,C,Road,In Transit,13834
1080,F,Road,Returned,5541
1081,D,Road,Delivered,12045
1082,F,Road,Delivered,560
1083,A,Road,Returned,5966
1084,B,Road,In Transit,12634
1085,C,Road,Delivered,12788
1086,F,Road,Pending,14762
1087,D,Road,In Transit,11074
1088,F,Road,Pending,13979
1089,A,Road,Delivered,3104
1090,B,Road,Pending,8085
1091,C,Road,In Transit,19467
1092,F,Flight,Returned,2692
1093,D,Flight,Returned,19876
1094,F,Flight,Delivered,2492
1095,A,Flight,Pending,4513
1096,B,Flight,Pending,24
1097,C,Flight,Pending,3865
1098,F,Flight,Pending,4803
1099,D,Flight,Returned,14656
1100,F,Flight,In Transit,12843
1101,A,Flight,Returned,7764
1102,B,Flight,Returned,11088
1103,C,Flight,Returned,4261
1104,F,Flight,Delivered,14862
1105,D,Flight,Delivered,976
1106,F,Flight,Returned,3192
1107,A,Flight,Pending,11845
1108,B,Flight,In Transit,11956
1109,C,Flight,Pending,12492
1110,F,Flight,In Transit,5844
1111,D,Flight,Pending,1540
1112,F,Flight,Returned,15648
1113,A,Flight,Returned,17671
1114,B,Ship,In Transit,3321
1115,C,Ship,In Transit,9172
1116,F,Ship,Pending,163
1117,D,Ship,Returned,17352
1118,F,Ship,In Transit,8463
1119,A,Ship,In Transit,1443
1120,B,Ship,In Transit,16289
1121,C,Ship,Delivered,15752
1122,F,Ship,In Transit,12448
1123,D,Ship,Delivered,11035
1124,F,Ship,Returned,11528
1125,A,Ship,Returned,17043
1126,B,Ship,Returned,16367
1127,C,Ship,Returned,17928
1128,F,Ship,In Transit,18317
1129,D,Ship,In Transit,1842
1130,F,Ship,Pending,14419
1131,A,Ship,In Transit,18203
1132,B,Ship,Returned,7568
1133,C,Ship,Pending,15619
1134,F,Ship,Pending,11904
1135,D,Ship,Pending,11953
1136,F,Ship,Returned,1549
1137,A,Ship,Returned,1303
1138,B,Ship,In Transit,3460
1139,C,Ship,In Transit,15090
1140,F,Ship,Returned,62
1141,D,Ship,Pending,4427
1142,F,Ship,Pending,6980
1143,A,Ship,Pending,14718
1144,B,Ship,Returned,14725
1145,C,Ship,In Transit,5793
1146,F,Ship,In Transit,1973
1147,D,Ship,Delivered,12170
1148,F,Ship,Pending,9608
1149,A,Ship,In Transit,16208
1150,B,Ship,Pending,18820
1151,C,Ship,In Transit,15201
1152,F,Ship,Pending,1180
1153,D,Ship,Pending,5825
1154,F,Ship,Pending,14609
1155,A,Ship,In Transit,12664
1156,B,Ship,In Transit,7377
1157,C,Ship,Pending,16833
1158,F,Ship,In Transit,1695
1159,D,Ship,Pending,10960
1160,F,Ship,Delivered,1243
1161,A,Ship,Pending,5032
1162,B,Ship,Delivered,2311
1163,C,Ship,Returned,16980
1164,F,Ship,In Transit,18231
1165,D,Ship,Pending,19974
1166,F,Ship,Pending,9169
1167,A,Ship,Delivered,3845
1168,B,Ship,Delivered,10738
1169,C,Ship,In Transit,17859
1170,F,Ship,Delivered,17959
1171,D,Ship,Returned,11581
1172,F,Ship,In Transit,6039
1173,A,Ship,Pending,6911
1174,B,Ship,Pending,6456
1175,C,Ship,Delivered,3118
1176,F,Ship,Pending,14090
1177,D,Ship,In Transit,8527
1178,F,Ship,Returned,15665
1179,A,Ship,Returned,10673
1180,B,Ship,Pending,2066
1181,C,Ship,In Transit,19331
1182,F,Ship,Pending,8781
1183,D,Ship,Delivered,6439
1184,F,Ship,Delivered,13163
1185,A,Ship,Delivered,10630
1186,B,Ship,Pending,969
1187,C,Ship,Returned,2444
1188,F,Ship,In Transit,12284
1189,D,Ship,Delivered,6387
1190,F,Ship,In Transit,4351
1191,A,Ship,Pending,9811
1192,B,Ship,Returned,12481
1193,C,Ship,Delivered,18683
1194,F,Ship,Returned,17736
1195,D,Ship,Delivered,18846
1196,F,Ship,Returned,113
1197,A,Ship,Delivered,9244
1198,B,Ship,In Transit,9215
1199,C,Ship,Returned,4589
1200,F,Ship,Pending,4408
1201,D,Ship,Returned,4427
1202,F,Ship,Delivered,11519
1203,A,Ship,Returned,2926
1204,B,Ship,Pending,15863
1205,C,Ship,Pending,19596
1206,F,Ship,Returned,2885
1207,D,Road,Pending,1378
1208,F,Road,In Transit,3290
1209,A,Road,Pending,9382
1210,B,Road,Pending,5261
1211,C,Road,Returned,3748
1212,F,Road,Returned,12331
1213,D,Road,Delivered,4567
1214,F,Road,Returned,19459
1215,A,Road,Pending,7737
1216,B,Road,In Transit,18188
1217,C,Road,Delivered,17356
1218,F,Road,Pending,14346
1219,D,Road,Delivered,1822
1220,F,Road,Returned,12146
1221,A,Road,Pending,15996
1222,B,Road,In Transit,3011
1223,C,Road,In Transit,15264
1224,F,Road,Pending,1402
1225,D,Road,Returned,6378
1226,F,Road,Pending,14098
1227,A,Road,Pending,18030
1228,B,Road,In Transit,16945
1229,C,Flight,Returned,19863
1230,F,Flight,Pending,3773
1231,D,Flight,In Transit,17035
1232,F,Flight,Returned,19052
1233,A,Flight,In Transit,15859
1234,B,Flight,Pending,13985
1235,C,Flight,Delivered,16503
1236,F,Flight,Pending,10223
1237,D,Flight,Pending,3468
1238,F,Flight,Pending,10777
1239,A,Flight,Returned,8156
1240,B,Flight,In Transit,7158
1241,C,Flight,Returned,4445
1242,F,Flight,Delivered,7257
1243,D,Flight,Delivered,14416
1244,F,Flight,Returned,5645
1245,A,Flight,Delivered,12897
1246,B,Flight,Delivered,10527
1247,C,Flight,In Transit,19326
1248,F,Flight,Pending,6362
1249,D,Flight,Returned,8059
1250,F,Flight,Delivered,15380
1251,A,Ship,Pending,11507
1252,B,Ship,In Transit,19927
1253,C,Ship,In Transit,13924
1254,F,Ship,Pending,5607
1255,D,Ship,In Transit,17153
1256,F,Ship,Delivered,115
1257,A,Ship,Pending,2389
1258,B,Ship,In Transit,8956
1259,C,Ship,Returned,13028
1260,F,Ship,Returned,7796
1261,D,Ship,Pending,2584
1262,F,Ship,Pending,15554
1263,A,Ship,Pending,3315
1264,B,Ship,Pending,13717
1265,C,Ship,Pending,5911
1266,F,Ship,Delivered,2030
1267,D,Ship,In Transit,10629
1268,F,Ship,In Transit,4917
1269,A,Ship,Pending,2165
1270,B,Ship,Pending,6295
1271,C,Ship,Delivered,7379
1272,F,Ship,In Transit,6268
1273,D,Ship,Pending,15820
1274,F,Ship,Returned,11717
1275,A,Ship,In Transit,14821
1276,B,Ship,Returned,3985
1277,C,Ship,Pending,14440
1278,F,Ship,In Transit,8643
1279,D,Ship,In Transit,16063
1280,F,Ship,Returned,8209
1281,A,Ship,Delivered,1539
1282,B,Ship,Returned,15238
1283,C,Ship,Pending,6527
1284,F,Ship,Pending,5111
1285,D,Ship,Delivered,8976
1286,F,Ship,Returned,14736
1287,A,Ship,Delivered,14968
1288,B,Ship,Returned,12993
1289,C,Ship,In Transit,7499
1290,F,Ship,Pending,7630
1291,D,Ship,Returned,3342
1292,F,Ship,Returned,5195
1293,A,Ship,Pending,14860
1294,B,Ship,In Transit,9266
1295,C,Ship,In Transit,14817
1296,F,Ship,Returned,7273
1297,D,Ship,Returned,12304
1298,F,Ship,Pending,3429
1299,A,Ship,In Transit,12935
1300,B,Ship,Delivered,313
1301,C,Ship,Delivered,8331
1302,F,Ship,Delivered,8617
1303,D,Ship,Returned,18578
1304,F,Ship,Pending,5535
1305,A,Ship,Delivered,14642
1306,B,Ship,In Transit,11965
1307,C,Ship,Delivered,3069
1308,F,Ship,Pending,1416
1309,D,Ship,Delivered,6072
1310,F,Ship,Delivered,6405
1311,A,Ship,Delivered,13579
1312,B,Ship,Delivered,2529
1313,C,Ship,Delivered,7290
1314,F,Ship,Delivered,18903
1315,D,Ship,Delivered,6615
1316,F,Ship,Pending,1272
1317,A,Ship,In Transit,13322
1318,B,Ship,In Transit,19574
1319,C,Ship,Returned,15440
1320,F,Ship,Pending,7711
1321,D,Ship,Pending,17280
1322,F,Ship,In Transit,7089
1323,A,Ship,Pending,15208
1324,B,Ship,In Transit,15588
1325,C,Ship,Pending,10910
1326,F,Ship,Delivered,12825
1327,D,Ship,Pending,3713
1328,F,Ship,In Transit,6338
1329,A,Ship,Pending,1343
1330,B,Ship,In Transit,17460
1331,C,Ship,In Transit,16883
1332,F,Ship,Returned,11543
1333,D,Ship,Pending,11556
1334,F,Ship,Pending,19827
1335,A,Ship,In Transit,10800
1336,B,Ship,Returned,11119
1337,C,Ship,Delivered,16898
1338,F,Ship,Pending,19531
1339,D,Ship,In Transit,13205
1340,F,Ship,Returned,8096
1341,A,Ship,Delivered,540
1342,B,Ship,In Transit,4947
1343,C,Ship,Delivered,9160
1344,F,Road,In Transit,19722
1345,D,Road,In Transit,1365
1346,F,Road,Returned,2835
1347,A,Road,In Transit,15359
1348,B,Road,Returned,14103
1349,C,Road,Returned,12925
1350,F,Road,Pending,19307
1351,D,Road,In Transit,9313
1352,F,Road,Delivered,2387
1353,A,Road,In Transit,15653
1354,B,Road,Delivered,19493
1355,C,Road,In Transit,12819
1356,F,Road,Returned,7455
1357,D,Road,Delivered,5434
1358,F,Road,Delivered,5002
1359,A,Road,Delivered,4216
1360,B,Road,Returned,9095
1361,C,Road,Returned,17440
1362,F,Road,Returned,10347
1363,D,Road,Delivered,18032
1364,F,Road,Pending,10590
1365,A,Road,Returned,14215
1366,B,Flight,Returned,204
1367,C,Flight,Returned,10946
1368,F,Flight,Returned,19692
1369,D,Flight,Delivered,12296
1370,F,Flight,Pending,18766
1371,A,Flight,Delivered,6093
1372,B,Flight,Delivered,3929
1373,C,Flight,Delivered,5343
1374,F,Flight,Returned,14534
1375,D,Flight,Delivered,18542
1376,F,Flight,Pending,2791
1377,A,Flight,In Transit,11947
1378,B,Flight,Delivered,8642
1379,C,Flight,Delivered,8011
1380,F,Flight,In Transit,15731
1381,D,Flight,Returned,4991
1382,F,Flight,Returned,929
1383,A,Flight,Returned,554
1384,B,Flight,Returned,666
1385,C,Flight,Returned,246
1386,F,Flight,Returned,19530
1387,D,Flight,Returned,11278
1388,F,Ship,In Transit,8295
1389,A,Ship,In Transit,2813
1390,B,Ship,Pending,12736
1391,C,Ship,Pending,16511
1392,F,Ship,Pending,13752
1393,D,Ship,Pending,19794
1394,F,Ship,Pending,17767
1395,A,Ship,Returned,19695
1396,B,Ship,Pending,6473
1397,C,Ship,Returned,12803
1398,F,Ship,In Transit,2042
1399,D,Ship,Pending,3897
1400,F,Ship,Delivered,13698
1401,A,Ship,Pending,18378
1402,B,Ship,In Transit,8637
1403,C,Ship,Pending,4835
1404,F,Ship,Returned,14379
1405,D,Ship,In Transit,4798
1406,F,Ship,In Transit,9643
1407,A,Ship,Pending,19850
1408,B,Ship,Pending,2643
1409,C,Ship,In Transit,634
1410,F,Ship,Pending,3799
1411,D,Ship,Returned,17619
1412,F,Ship,Delivered,9848
1413,A,Ship,In Transit,10402
1414,B,Ship,In Transit,4637
1415,C,Ship,In Transit,4221
1416,F,Ship,In Transit,9494
1417,D,Ship,Returned,5678
1418,F,Ship,Returned,13003
1419,A,Ship,In Transit,10233
1420,B,Ship,In Transit,9866
1421,C,Ship,In Transit,10113
1422,F,Ship,Pending,3261
1423,D,Ship,In Transit,10278
1424,F,Ship,Returned,41
1425,A,Ship,In Transit,13731
1426,B,Ship,Returned,10878
1427,C,Ship,In Transit,6939
1428,F,Ship,Pending,1602
1429,D,Ship,Pending,19144
1430,F,Ship,In Transit,8877
1431,A,Ship,In Transit,4230
1432,B,Ship,In Transit,8280
1433,C,Ship,In Transit,16963
1434,F,Ship,Delivered,15196
1435,D,Ship,Returned,12510
1436,F,Ship,In Transit,16834
1437,A,Ship,Returned,1247
1438,B,Ship,In Transit,17249
1439,C,Ship,In Transit,17246
1440,F,Ship,Returned,10050
1441,D,Ship,Pending,5418
1442,F,Ship,Delivered,945
1443,A,Ship,Returned,8585
1444,B,Ship,In Transit,2904
1445,C,Ship,Returned,6267
1446,F,Ship,Pending,12523
1447,D,Ship,In Transit,946
1448,F,Ship,Pending,16884
1449,A,Ship,Returned,13980
1450,B,Ship,Returned,9282
1451,C,Ship,Pending,10926
1452,F,Ship,Pending,5188
1453,D,Ship,Pending,12871
1454,F,Ship,Pending,7266
1455,A,Ship,Pending,16306
1456,B,Ship,In Transit,18301
1457,C,Ship,Returned,15217
1458,F,Ship,In Transit,13363
1459,D,Ship,In Transit,11502
1460,F,Ship,Returned,19334
1461,A,Ship,In Transit,5619
1462,B,Ship,Pending,4371
1463,C,Ship,Delivered,19337
1464,F,Ship,Delivered,18822
1465,D,Ship,Pending,5350
1466,F,Ship,Returned,12320
1467,A,Ship,Returned,4854
1468,B,Ship,In Transit,14567
1469,C,Ship,Delivered,1136
1470,F,Ship,Delivered,4499
1471,D,Ship,Returned,804
1472,F,Ship,In Transit,7585
1473,A,Ship,Returned,15929
1474,B,Ship,Pending,2478
1475,C,Ship,Pending,4135
1476,F,Ship,Returned,4184
1477,D,Ship,Delivered,6815
1478,F,Ship,Returned,11595
1479,A,Ship,Pending,18351
1480,B,Ship,In Transit,4439
1481,C,Road,In Transit,5374
1482,F,Road,Delivered,9842
1483,D,Road,In Transit,17556
1484,F,Road,Delivered,18148
1485,A,Road,In Transit,3488
1486,B,Road,Delivered,14145
1487,C,Road,Pending,6220
1488,F,Road,In Transit,4265
1489,D,Road,Pending,16776
1490,F,Road,Delivered,5229
1491,A,Road,In Transit,18290
1492,B,Road,Returned,11501
1493,C,Road,In Transit,4756
1494,F,Road,Pending,12745
1495,D,Road,Delivered,8686
1496,F,Road,Returned,16370
1497,A,Road,In Transit,13727
1498,B,Road,Pending,368
1499,C,Road,In Transit,10949
1500,F,Road,In Transit,18372
1501,D,Road,In Transit,12262
1502,F,Road,Returned,16978
1503,A,Flight,Returned,5688
1504,B,Flight,Delivered,169
1505,C,Flight,Pending,13670
1506,F,Flight,Delivered,6772
1507,D,Flight,Delivered,7444
1508,F,Flight,Returned,10762
1509,A,Flight,Returned,12742
1510,B,Flight,Delivered,12008
1511,C,Flight,In Transit,5859
1512,F,Flight,In Transit,11624
1513,D,Flight,In Transit,14033
1514,F,Flight,Returned,13069
1515,A,Flight,In Transit,12665
1516,B,Flight,Pending,1942
1517,C,Flight,In Transit,19002
1518,F,Flight,Delivered,5252
1519,D,Flight,Delivered,4748
1520,F,Flight,Delivered,2257
1521,A,Flight,In Transit,3047
1522,B,Flight,In Transit,18163
1523,C,Flight,In Transit,13853
1524,F,Flight,Pending,19663
1525,D,Ship,Returned,1299
1526,F,Ship,Delivered,968
1527,A,Ship,In Transit,3123
1528,B,Ship,Returned,18325
1529,C,Ship,In Transit,3611
1530,F,Ship,Returned,6539
1531,D,Ship,Returned,2091
1532,F,Ship,Pending,7301
1533,A,Ship,Pending,4664
1534,B,Ship,Pending,14861
1535,C,Ship,Pending,5206
1536,F,Ship,Returned,14159
1537,D,Ship,Returned,6238
1538,F,Ship,Pending,204
1539,A,Ship,Pending,191
1540,B,Ship,Returned,789
1541,C,Ship,Pending,5686
1542,F,Ship,Delivered,10893
1543,D,Ship,Returned,9550
1544,F,Ship,Returned,8243
1545,A,Ship,Returned,18447
1546,B,Ship,Delivered,16991
1547,C,Ship,Returned,1399
1548,F,Ship,In Transit,3423
1549,D,Ship,In Transit,19622
1550,F,Ship,Pending,19144
1551,A,Ship,Pending,13248
1552,B,Ship,In Transit,6393
1553,C,Ship,Pending,2601
1554,F,Ship,Returned,15161
1555,D,Ship,In Transit,14156
1556,F,Ship,In Transit,1010
1557,A,Ship,Pending,13239
1558,B,Ship,Delivered,14734
1559,C,Ship,Pending,10400
1560,F,Ship,In Transit,2551
1561,D,Ship,Delivered,9517
1562,F,Ship,Pending,2627
1563,A,Ship,Delivered,6916
1564,B,Ship,Delivered,12430
1565,C,Ship,In Transit,9137
1566,F,Ship,Delivered,10896
1567,D,Ship,In Transit,19643
1568,F,Ship,In Transit,14609
1569,A,Ship,Returned,2284
1570,B,Ship,In Transit,4111
1571,C,Ship,Delivered,19149
1572,F,Ship,Delivered,5003
1573,D,Ship,Pending,4481
1574,F,Ship,In Transit,11977
1575,A,Ship,Pending,19674
1576,B,Ship,Pending,9542
1577,C,Ship,Pending,19710
1578,F,Ship,Returned,11905
1579,D,Ship,Delivered,6587
1580,F,Ship,Returned,4851
1581,A,Ship,Pending,6764
1582,B,Ship,Delivered,521
1583,C,Ship,Delivered,10081
1584,F,Ship,Returned,3584
1585,D,Ship,Returned,5043
1586,F,Ship,In Transit,17412
1587,A,Ship,In Transit,2894
1588,B,Ship,Returned,5165
1589,C,Ship,Pending,13235
1590,F,Ship,Delivered,16626
1591,D,Ship,In Transit,6577
1592,F,Ship,Pending,51
1593,A,Ship,Delivered,5395
1594,B,Ship,In Transit,16507
1595,C,Ship,Delivered,15598
1596,F,Ship,In Transit,16919
1597,D,Ship,Pending,18213
1598,F,Ship,Pending,10037
1599,A,Ship,In Transit,19676
1600,B,Ship,Delivered,15198
1601,C,Ship,In Transit,8020
1602,F,Ship,Delivered,19930
1603,D,Ship,In Transit,15142
1604,F,Ship,Delivered,1970
1605,A,Ship,Returned,14188
1606,B,Ship,Pending,10919
1607,C,Ship,Delivered,295
1608,F,Ship,In Transit,5078
1609,D,Ship,Pending,8233
1610,F,Ship,Delivered,7257
1611,A,Ship,Returned,4091
1612,B,Ship,Pending,17904
1613,C,Ship,Pending,8410
1614,F,Ship,In Transit,4483
1615,D,Ship,Returned,12172
1616,F,Ship,In Transit,4216
1617,A,Ship,In Transit,5965
1618,B,Road,Pending,2267
1619,C,Road,Pending,7356
1620,F,Road,Returned,17428
1621,D,Road,Pending,9075
1622,F,Road,Returned,18174
1623,A,Road,In Transit,14021
1624,B,Road,In Transit,17233
1625,C,Road,In Transit,18827
1626,F,Road,In Transit,7972
1627,D,Road,Returned,5305
1628,F,Road,Pending,12344
1629,A,Road,Pending,13701
1630,B,Road,Returned,2123
1631,C,Road,Returned,9575
1632,F,Road,In Transit,7129
1633,D,Road,Pending,167
1634,F,Road,Pending,13194
1635,A,Road,In Transit,6806
1636,B,Road,In Transit,19738
1637,C,Road,Returned,1361
1638,F,Road,Delivered,15400
1639,D,Road,Pending,1494
1640,F,Flight,Pending,1919
1641,A,Flight,Pending,16917
1642,B,Flight,Delivered,6216
1643,C,Flight,In Transit,13475
1644,F,Flight,In Transit,16662
1645,D,Flight,Pending,8613
1646,F,Flight,Returned,9010
1647,A,Flight,In Transit,5931
1648,B,Flight,In Transit,4784
1649,C,Flight,Delivered,6683
1650,F,Flight,In Transit,7418
1651,D,Flight,In Transit,11069
1652,F,Flight,Delivered,9647
1653,A,Flight,Delivered,11090
1654,B,Flight,Delivered,9445
1655,C,Flight,In Transit,5678
1656,F,Flight,Pending,2471
1657,D,Flight,In Transit,7934
1658,F,Flight,In Transit,12059
1659,A,Flight,Pending,19613
1660,B,Flight,In Transit,2616
1661,C,Flight,Pending,173
1662,F,Ship,Pending,2372
1663,D,Ship,Pending,7717
1664,F,Ship,In Transit,11973
1665,A,Ship,In Transit,13646
1666,B,Ship,Delivered,11542
1667,C,Ship,In Transit,15767
1668,F,Ship,In Transit,15373
1669,D,Ship,Returned,15855
1670,F,Ship,In Transit,18058
1671,A,Ship,Returned,13759
1672,B,Ship,In Transit,14011
1673,C,Ship,Delivered,6557
1674,F,Ship,In Transit,13816
1675,D,Ship,Returned,19477
1676,F,Ship,Returned,3625
1677,A,Ship,Returned,16044
1678,B,Ship,Returned,4476
1679,C,Ship,Delivered,18616
1680,F,Ship,Returned,9460
1681,D,Ship,In Transit,11119
1682,F,Ship,Returned,13561
1683,A,Ship,Delivered,19605
1684,B,Ship,Delivered,16403
1685,C,Ship,Returned,8831
1686,F,Ship,Pending,9168
1687,D,Ship,Delivered,12905
1688,F,Ship,Delivered,5210
1689,A,Ship,Delivered,13042
